lyrics,is_drake
"[Intro: Drake]
Yeah. Ho!
It's Drake. Uh Uh. Ho!
Do that dance. Do that Dance

[Hook: Drake]
You special girl, don't leave me baby
To find another just like you won't be easy baby
So, at least I know where the ones at
Baby just promise me if you go that you'll come back

[Verse 1: Drake]
Look I ought to be thankful with women I have plenty of luck
And when it comes to relationships, many is stuck
Look at fifty you make love, thirty you have sex
Somewhere around the tender age of twenty you fuck
Or maybe before, I'm here waiting to score
It's long gone like brother's having a tape in their car
Instead these girls taking it raw
Now they tell you to do whatever you want because it's safe to explore
Forget, wait till it's right, now it's wait till it's more
Wait till he get gets a deal girl, wait till the tour
So they dance to attract me, advance and attack me
To the point that Drake compare me to Anthony Mackie
But once they have my pants and my khakis
I tell them I'm not one for commitment and romancing exactly
Because, I hate waking up undressed with a dame
And guessing her name, I hope this shit is destined to change

[Hook: Drake x2]
You special girl, don't leave me baby
To find another just like you won't be easy baby
So, at least I know where the ones at
Baby just promise me if you go that you'll come back

You special girl, don't leave me baby
To find another just like you won't be easy baby
So, at least I know where the ones at
Baby just promise me if you go that you'll come back

[Verse 2: Drake]
I don't get it, it's like my fairy was sick
It's like I meet the perfect girl, and she put me through some various shit
It's something that I can rarely predict
All I know is that I can never find the love that Tyler Perry depict
I'm guessing maybe Shemar Moore isn't really all pure
Maybe I lie to myself and it's like a small cure
I tell it all to her
I gotta feeling this feeling inside is something it's like and can't be all sure
Because really, What is a window without a car door?
Why I can't settle for one instead of all four?
Mu mind is clouded, this shit complex here
Jason tell me I'mma have a baby by next year
Psychic told me I'mma have three kids
I don't want my daughter making a song like Teairra Mari did
So, I'mma change, yeah this Summer is grown
I'm running along, before I raise one of my own

[Hook: Drake x2]
You special girl, don't leave me baby
To find another just like you won't be easy baby
So, at least I know where the ones at
Baby just promise me if you go that you'll come back

You special girl, don't leave me baby
To find another just like you won't be easy baby
So, at least I know where the ones at
Baby just promise me if you go that you'll come back

[Outro: Drake] (x2)
Believe me baby, Stevie baby
D-R-A-K-Eezzy baby
So do that dance, do that dance
Go head girl and do that dance, uh, uh, uh, uh, uh. Uh

Believe me baby, Stevie baby
D-R-A-K-Eezzy baby
So do that dance, do that dance
Go head girl and do that dance, uh, uh, uh, uh, uh. Uh

[Drake talking]
Yeah because you special baby
Yeah this the remix right here
Yeah Trendsetters
Drake, It's Southern Smoke",1
"[Intro: Drake]
Ho, yeah, uh huh
It's Trey Songz and uh, D-R-A-K-K-E
Ahahaha, the boys of summer are here man
Ayo Trey, I got something mean for this one boy

[Verse 1: Drake]
Chances are most of the days you was lying around
I made money thats why these girls eyeing me down
By nineteen I might seem destined for millions
Promoters on my ass so I'm guessing they filled in
I take cues from my big boy Popz
I'm the only young dude that the big boys watch
They getting foul on the star
But it's all eyes on me like I'm copying some vows for the bar
Get it?
Guess not
Picture me not strive
To land in the top ten slip in the top five
Same thing in the top four trust I'm hot boy
Maybe even the top three Trey you got me?
Nowadays I peak they interests
Especially when life's bringing them pain and lately they been stressed
Money making brothers should take notes
See broke niggas is the problem and us is the scape goat
Somebody get the waiter
They need a second plate a this knowledge
If you ain't got it you could catch it later
My money and love is separate before I commit to date her
I put a split in the middle and learn to separate her

[Hook: Trey Songz]
It ain't about the rims on my truck
Ain't about the ice on my watch
Ain't about the coupe or my truck
Baby it's about the game

[Verse 2: Trey Songz]
Ridin' low
Layed back in the seat when I creep
That's just how I roll
With some fresh nice ones on my feet
Girl that's how it goes
And I'm tryin' to find a chick I can meet who ain't 'bout the dough
Cause it ain't all about that no more

[Hook: Trey Songz]
It ain't about the rims on my truck
Ain't about the ice on my watch
Ain't about the coupe or my truck
Baby it's about the game
It ain't about the rims on my truck
Ain't about the ice on my watch
Ain't about the coupe or my truck
Baby it's about the game

[Verse 3: Trey Songz]
When you ask why I hustle in the streets that's just who I be
Yo I live for the dough, for the flow, for feelin' free
Ain't too many other dudes you can choose to get this luxury
But without it all I'm still about the game

[Bridge: Trey Songz]
The haters wanna hate, but it ain't no thing no
Because the ladies choose to love me (cause they love me for what I do)

[Hook: Trey Songz]
It ain't about the rims on my truck
Ain't about the ice on my watch
Ain't about the coupe or my truck
Baby it's about the game

[Alternate Hook: Trey Songz]
It ain't about the shoes that I've got
Ain't about my dough or my rocks
Ain't the life I live, it don't stop
Baby it's about the game

[Verse 2]

[Bridge]

[Hook]

[Alternate Hook]",1
"Southern Smoke!!!

[Intro: Voyce]
This another one from your boy V-O
I'm gon tell the people, that we locking this down
This another one from your boy V-O
I'm gon tell the people, that we locking this down

[Chrous: Voyce]
I never dreamed that you would be so good to me and I know
I don't deserve, All this Love (loving me)!!
I can't believe that it's just really you and me, and I know
I can't contain myself, All this Love (loving me)!!

[Verse 1: Voyce]
Girl, I've been thinking about the way, that you love me every day
And I want to know, if You Feel The Same Way!!
Because I'm in and out of town, that's just how I got's to get down
But you understand, that's why I'm your man!!

[Chrous: Voyce]
I never dreamed that you would be so good to me and I know
I don't deserve, All this Love (loving me)!!
I can't believe that it's just really you and me, and I know
I can't contain myself, All this Love (loving me)!!

[Bridge: Voyce and (Drake)]
UH, UH, UH (UH, V-O)
UH, UH, UH (Yeah man!)
YEAH YEAH (Haha. It's just me and you girl)
YEAH YEAH (Keep rocking to this beat)
UH, UH, UH (You want me to drop to this beat?)
UH, UH, UH (HO!)
YEAH YEAH (Let me get a little gospel on them. Yeah. Uh)

[Verse 2: Drake]
They say he wanted the bounce back
I can easily make them admit that the bounce back
Without knowing exactly where my accounts at
Yeah, you best believe
That I often tend to surpass what the rest achieve
So, they don't like me
They throw parties, and yet they never invite me
I can't lie, sometime it bother me slightly
Either way the true fans yell
I appear calm, and it's obvious of who can't tell
And no, this ain't Blu Cantrell
This is like perfection, though we both got the light complexion
Couple things I do damn well
And the way that I Jack son, you figure Drake knew Sam. L
I'm for real though
I'm from Memphis, I'm often labeled as Trill so
They stay kicking it with me like a field goal
See I'm humble, but I live fame
For more deals on the table than abridge game. Ahh

[Chrous: Voyce]
I never dreamed that you would be so good to me and I know
I don't deserve, All this Love (loving me)!!
I can't believe that it's just really you and me, and I know
I can't explain myself, All this Love (loving me)!!

[Bridge: Voyce]
Even when the sun don't shine, I know you're my sunshine
And even if the sun outside, we can anything baby
I need to feel you next to me, You want to feel me next to you
We can do anything you want to do
Tell Me the Next Morn Baby!!!

[Chrous: Voyce]
I never dreamed that you would be so good to me and I know
I don't deserve, All this Love (loving me)!!
I can't believe that it's just really you and me, and I know
I can't contain myself, All this Love (loving me)!!",1
"[Message 1]
Hey, yo, Drake, you never answer your goddamn phone, huh? Pick up the phone, man. I know they got you running around, bro. Anyway, it’s all good with Socrates hooking you up, dawg. Hey, best wishes for this tape. I hope you take over the world. You know we gon' do it. You make sure you get me on there. You call me when you need that hook, you call me when you need that beat, you call me when you need that [hot 16], bro, and let’s put this whole mathematics together, dawg. Once again, it’s a whole gang from Room for Improvement, so we about to be taking over this year, right? Riiight

[Message 2]
Yo, Drake. What up? This is Keeyaga, your boy here. Umm, I don’t know why you’re not picking up the phone, you’re probably out, you know, talking to Lindsay Lohan, or will be talking to Tyra Banks whatever. But, yo, check it out, it’s your boy Keeyaga. I’m just calling to say what up, haven’t talked to you in forever, indefinitely. You know, we need to go, you know, downtown Toronto, kick it together and do what we gotta do, but, uh, I gotta, you know, get off the phone because I have, you know, Beyoncé, you know, Eva Mendes all on the other line. So, yo, do what you gotta do, and holla at your boy man. All the best. Peace",1
"[Intro: Nickelus F]
Niggas in the city hating me man they tripping
When I'm the only one that's really spitting
My nigga Lil Lee the only one that's really gripping
Why you dap me up acting like like we cool if you don't feel him nigga?
Uh, I'm bringing back hip hop
Me and my nigga Drake
VA, Toronto, Hip-Hop

[Verse 1: Nickelus F]
Aiight let me take my jacket off
Unlace the Timbs, here again comes the jabberjaw
This time I'm blabbing on
These rappers that feel a certain way but they give me dap and all
Mad cuz the freestyle iller than they whole catalog
I got the gift like Santa Claus
Flow got spring like a catapult
Matter fact the flow Supreme like Diana Ross
I'm at the do' like a deer with the antlers off
Niggas acting like Scummy was they nigga
Wouldn't even give my man a 12 bar feature
I know who you are cause he wanted me to eat ya
I said nah lets keep it peaceful
My nigga was a true weed source
He gave it to us for a cheap cost, at prices we all could eat off
A real street dog
The type of nigga that y'all niggas be studying learning how to get street off
We have an impostor, alert the doctor
Bout to hit him up with the chopper like Blaka
Shock em like Blanka from Street Fighter, heat got a
Hurricane kick, murder everything quick
Look, my new Ryu nine is stupendous
Why do guys choose my crew to pick wit
My crew lie you guys into ditches
I said it and meant it the Scorpio's Mind has many dimensions
I'll say it in intent, sentence, indent, on instant pimpin
Hope your listenin' to my diction
If you are then you now should be itchin'
That it's crack we placed in your stereo system
Yeah, I be at your burial trippin'
Nickelus F from Richmond, VA
The Scorpio's Mind is not a game to play wit all day

[Verse 2: Drake]
I've been hated by many, wanted by plenty
Disliked by some, but confronted by none
Since they don't show me sincerity, I load up, lock up
Take shots at em I guess you could call it a parody
And compared to D
They one-fourth from watermelon to a quarter felon, dude you a pear to me
If that's not how it is it's how it appear to be
You got blind heaters, in my sweats is a mind reader
And when the psychic get to touching my palm
Seein' your physical, the things that you never say to me visible
Especially when one of your artists feeling threatened
Cause I'm harnessing a weapon, won't you pardon my reflection
Mirror, mirror tell me why they wanna get and scrimmage
And play around, to perfection I'm the spitting image
My verbal camp is vivid, I told you I'm spitting image
It seems we often want to start but never get to finish
My verbal campus is Villanova, and those of you feelin Hova
And writing college rhymes, look the thrill is over
Let me assist you like a specialist
So you can pull it back and try catch the metaphors and the rest of this
It's not a problem wit X, I guess I'm a pessimist
Which means if shit goes bad I say, ""I expected this""
And me and Julien we never got the chance to communicate
Instead of understanding its a tune of hate
The city's mine like Oklahoma's a Sooner state
And we're gonna have to cross paths whether soon or late
So, why don't you walk up in the spot using less strut
You ain't Morris Chestnut, you lighter and less cut
And lets be honest, by now you should be your own scholar
You still a protegé, that's the reason I don't holler
You got rappers being repetitive actors
You stay ahead of the game, I'm ahead of the practice boy",1
"[Intro: Drake]
Yeah, Ren, M.O.F, Haha
It's Drake man, it's Drake man.Yeah
Ayo Ren this that gritty shit here man
I'ma have to tell them about I been through on this know what I mean
HO! Southern Smoke!!!

[Verse 1: Drake]
Very few give you that truth, it's either they can't do it with lyrics
Or can't do it in spirit, they cancel what they doin'
The samples that they usin', can't get through the clearin'
I'll handle it since they just can't get you to hear it
My father's early careerin' forced my parents to split up
My mother was a teacher, my father was kind of fed up
With just being a florist, so the choir sang his chorus
And he got back into doin' what he was doing before us
Because money is an issue, your son, he gon' miss you
And plus you got a wife at home cause mommy still exist too
Now you lookin' for exes, you ain't never expect this
You end up doing time, and me, I end up with a step-sis
Nobody passing judgment, they question where the drugs went
You know I hold you down because without you, I'd be a wasn't
And mommy I'mma support her, I keep it all in order
See her with tears in her eyes or you arrested at the border
But

[Hook: Nickelus F]
I got stress on my shoulders
Trying to keep my heart pure but this world is makin' it colder
Young black man dodge your bullets trying to get older
And you wonder why we turn to drugs and chain smokers
IT'S STRESS MY NIGGA!!!
I'm just tryna live my life cuz
Make a little money, find a bunny
To make my wife cuz BO!, BO!, BO!, BO!
I'm just trying to live my life cuz
Make a little money, find a bunny
To make my wife cuz BO!, BO!, BO!, BO!

[Verse 2: Drake]
This is my life, and so the rest has kinda been cool
Question what I been through
I write a verse addressin' it
And yes I might offend you
Picture when I was in school
Me being the closest thing to black
And guess what rap music what I was into
Rest of the kids were sheltered
I never liked to fight
But when someone called me a ""nigga""
I'd punch em I couldn't help it
Now I'm grown I can say what it is
It's parents that got these Black and Filipino nannies raisin' they kids
And your daddy want it very right
I make you happy, plus I'm Jewish, he don't approve
I think he want you to marry white
He want Sinatra at the wedding, not Barry White
Cause black is black honey, even if he's very light
And so I never been for dinner at they places
Always brutally honest, and so I pin it to they faces
I live it so the case is, whether Drake is
Way ahead of his time, or inquisitive and racist

[Hook: Nickelus F]

[Verse 3: Drake]
Am I hot as the rest? should I strive for my spot as the best?
Like girls with Double D's, I got a lot on my chest
There's questions that need to be answered that's not on the test
Instead of starin' at quizzes now it's models with breasts
And yes, when I'm dismissed after a tedious listen
I sit at home and say I should of been a pediatrician
Homie, I probably could've been on TV consistent
An artist like Pablo, maybe Petey's assistant
And my mindset is come and get me
I'm all alone at home with my mom and grandma and ain't nobody runnin' with me
So, if you got the heart to come in here and kill a lady
Daughter, and her grandson, nigga get the handgun
If not, you gon make me call the burbs out in Richmond
That have you niggas laying out on the curb, they some hitmen
Last couple of months I done probably been around the world and back
And I don't wanna question half the places Nick been

[Hook: Nickelus F]",1
"[Verse 1: Drake]
Sometimes I feel like Lohan and Hilary Duff are the only ones with enough
To feel what I'm about to say in this song
When they want you to be like somebody else and you just want to be yourself
And you do it and get the feeling it's wrong
That there is when all the press articles happening and the cameras get to snapping
And they try to make you out as a lie
It's ironic because you were just trying to please them by using logic and reason
It's a lose lose why even try
When your ideas so frequently get rejected
People just get neglected
And they never really know how to feel
Phone calls is something that you're expecting for someone without the ethics
And the motives to try and make them a mill
You never noticed the fact you might be working without receiving the perks and
They just wanna say that you ain't around
I mean there's always some blame to put on yourself instead of claiming
That you couldn't help and maybe next time you ain't in town

Chorus: (x4)
You gonna try to try harder cuz
Try harder cuz
Try Try-Try-Try

[Verse 2: Drake]
And the managers make you succumb to pressure and if what you spittin' is fresher
Than most of these rappers running the game
Certain people will copy what's in the past to turn the profit with cash
There's time I would have done it the same
I mean I got me a Range
Also got me a guilty conscience
That made you tell anybody I meet that I rent
Sometimes I wish that I would just chilled on the sneakers
And watched the game from the bleachers
Because I'm really tend to need what I spent
In a house that I promised to get my mother don't compensate for the other time
I wasted out late at the club
Instead of sitting in once a week for some dinner I'm working hard on the winter
So this album is a labor of love
You say as long as I'm staying out of the streets and just spending money on beats
That she can rest without a toss and a turn
Because she know that my reputation precedes me and people watch me on TV
That's exactly why I often get burned
But I'm gonna try to..

Chorus: (x4)",1
"[Intro: Lupe Fiasco]
Uh, What up y'all? Yeah
Soundtrakk, what's popping baby?
If y'all ain't know
I go by the name of Lupe Fiasco
Representing that First and Fifteenth, yeah, uh
And this one right here, I dedicate this one right here
To all my homies out there grinding
You know what I'm saying? Legally and illegally, haha
You know what I'm talking about?
So, check it out, uh

[Verse 1: Lupe Fiasco]
First got it when he was six, didn't know any tricks
Matter of fact, first time he got on it, he slipped
Landed on his hip and busted his lip
For a week, he had to talk with a lisp, like thisss
Now we can end the story right here
But shorty didn't quit, it was something in the air
Yeah, he said it was something so appealing
He couldn't fight the feeling, something about it
He knew he couldn't doubt it, couldn't understand it
Branded, since the first kickflip he landed, uh
Labeled a misfit, a bandit
Ka-kunk, ka-kunk, ka-kunk; his neighbors couldn't stand it
So, he was banished to the park
Started in the morning, wouldn't stop 'til after dark

[Hook: Lupe Fiasco]
And so he kick, push, kick, push
Kick, push, kick, push; coast
And away he rolled
Just a rebel to the world with no place to go
And so he kick, push, kick, push
Kick, push, kick, push; coast
So come and skate with me
Just a rebel looking for a place to be
So let's kick
And push
And coast
Uh, uh, uh

[Break: Drake]
What up, Lupe?
Chi-Town, check

[Verse 2: Drake]
My style is very Tennessee mixed with some Terry Kennedy
People barely remember me from back in the day
I done got some contacts and threw the glasses away
The time it took me to get cool was a massive delay, but check
It gets boring growing up in Memphis
Tryna become a pro, but keep showing up apprentice
Mama probably would've done anything to prevent this
Cause every single time I break a board, it gets expensive
Luckily, my aunt workin' as a nurse
So every time I needed something, she just reach up in her purse
And plus, she'd always give me speeches on the first
If I'm stayin' in her house, then I need to get some work
I tell her I was there on vacation
She said, ""You need to be doing something other than skatin'
Why don't you go kick it with your uncle in the basement?
I'mma let him know that you comin', honey, he's waitin'""
So now, it's me in old school checkered plaid
Playing chess, looking through some old school record ads
He knew I didn't really wanna post here
Opened up the window and told me that the coast clear
And now I coast clear, take a deep breath
Feeling like the Pope's here, homie, this is recess
This is each test life's ever given me
A-plus graded by a teacher in a sweet dress
Yes, I'm literally Larnell Lewis with a
Kick and a snare, a kickflip in the air
The kid's sick denim jeans, put a rip in a pair
Just so the space ain't restricted in here, breathe again
Think it's obvious that they need my soul
My cousin's after Doe, like re-mi-fa-so
I said, ""Auntie, this is a safe career""
She said, ""Drake, I told you there was no skatin' here""

[Hook: Drake]
So I kick, push Kick, push
Kick, push Kick, push Coast
Fast as the wheels replaced
I gotta find another hobby just to fill the space
So I kick, push
Kick, push Kick, push
Kick, push Coast
Peep the way I roll
Just a rebel, lookin' for a place to go
So I kick Then push
And coast

[Verse 3: Lupe Fiasco]
Yeah, yeah
Before he knew, he had a crew that wasn't no punk
In they Spitfire shirts and SB dunks
They would push 'til they couldn't skate no more
Office building lobbies wasn't safe no more
And it wasn't like they wasn't getting chased no more
Just the freedom was better than breathing, they said
An escape route they used to escape out
When things got crazy, they needed to break out
They'd head to any place with stairs
Any good grinds, the world was theirs
And their four wheels would take them there
Until the cops came and said ""There's no skating here""

[Hook: Lupe Fiasco]
And so they kick, push, kick, push
Kick, push, kick, push; coast
And away they rolled
Just rebels without a cause with no place to go
And so they kick, push, kick, push
Kick, push, kick, push; coast
So come roll with me
Just a rebel looking for a place to be
So let's kick, uh, uh
And push, yeah, yeah
And coast
Ah ha, Swanky",1
"[Intro: Piano Instructor]
Welcome ladies and gentlemen to our annual recital here at the U.P.A., Urban Pianist Association. Here is the most talented student in my class, Aubrey Drake Graham. It has taken a long time for him to get to this point. Do not get me wrong, he’s not perfect, but he has come a long way since my meeting with his mother. He has made improvement! So Aubrey, show these people what you got man!

[Sidebar (to Drake): Piano Instructor]
Put the Jamie Foxx on them! I won’t be able to see you, but I will be able to hear you from outside, so, I’ll eat my Greek salad and drink that Grey Goose you gave me, mmmm! Anyways, good luck! Hey! Don’t mess up, okay? My ass is on the line!

[Piano Solo: Drake]

[Sidebar (to Drake): Piano Instructor]
Hey! What did I tell you about playing bad notes huh?! You’re a failure! Just leave and take your damn Grey Goose with you!",1
"[Verse 1]
This the record that my backpack underground fans get to get to skippin'
Back back, Southern town fans get to tippin'
Chasin' fat stacks, runnin' down grands and submission
I don't back track, every single sound for me different
I don't own no ice, just got clean rap
Don't ever two step, I just rock, lean, snap
We could take it out to Houston where the rides all glossed up
Anybody I'm standin' beside's all bossed up
Burglar minded they say I'm servin' them rhymers
And me and Nickel F go together like burgers and diners, yes
I'm like a waiter and you something like a hater
With trays in both hands, place an order I can cater, uh
I got the diamonds in my teeth flow
Memphis is the reason that my rhyming and my speech slow
Peep though, when I get fed up, it’s sped up
Riding through the streets, just reclining in my seat hoe
Uh, them city lights is looking brighter, its 3 a.m. in the morning An' the pen is like a lighter
I’m just a writer flaming pages of a notebook, my Rachel McAdams get At ‘em when I ignite her
Yup, soon as a couple plan a trip, you smell gasoline I’m burning All up and down the strip, strip
I done said it, I give you the unleaded, just tip me, if your tank Is empty come get me

[Hook]
Yo, the city is mine (which one?)
T-O-R-O-N-T-O
D-R-A-K-E that's me
You know how the story goes
Pull up, range rove, yo chick, wanna roll
And I play myself in the stereo
And I make 'em wanna
Shake shake it, drop it drop it
Bounce it bounce it, wop it wop it
Girl, move that thang like you gettin money for college, go!
Shake shake it, drop it drop it
Bounce it bounce it, wop it wop it
Girl, move that thang like you gettin money for college, go!

[Verse 2]
Break it down like you working for your tuition at Howard
Mama, get it how you live, that thang that you working is power
Tryna be generous, so honey here's a tip
Now-a-days it's gettin cheaper to put 20's on the whip
So if you a opportunist look for 20's in the clip
And if you find 'em attractive and funny, that's when you dip, dip
And it's a trip, my city broke into sections
Up North I got me a couple of troubles, couple connections
And it's nothing that I created on purpose
There's people that gotta problem
But they scared to let it surface, uh
Ya boy say this, that, and the third to 'em
See me out and they never utter a word to 'em
Expect me not to draw a card from the deck
Anybody in my city going hard I respect but
You got a debt and you choose not to pay that
I'mma hop ya fence, come into your yard and collect, lect uh
It ain't a problem of concern bruh
I always end up with exactly what I earn bruh
This ain't last year, money like a cashier
So hand your receipt if you tryna make a return bruh
Yessir, I live in a city where a lot of people don't get shine, shine
And, I be on by the fence as soon as anybody stepping out of line, line
And I got way too much love, for the city I can never get too much of
And if anybody hatin' on me, I deport 'em, the city is mine boy

[Hook]
Yo, the city is mine (which one?)
T-O-R-O-N-T-O
D-R-A-K-E that's me
You know how the story goes
Pull up, range rove, yo chick, wanna roll
And I play myself in the stereo
And I make 'em wanna
Shake shake it, drop it drop it
Bounce it bounce it, wop it wop it
Girl, move that thang like you gettin money for college, go!
Shake shake it, drop it drop it
Bounce it bounce it, wop it wop it
Girl, move that thang like you gettin money for college, go!

[Outro]
After that, break it down
Break it, Break it down
After that, break it down
Break it, Break it down
After that, break it down
Break it, Break it down
After that, break it down
Break it, Break it down",1
"[Intro: Drake]
I do this for ya'll man
Malice, Nickelus F, it's the REMIX!

[Verse 1: Malice]
Lights slow motion, steppin' out the Phantom
All eyes on me, peekin' and glancin'
Leanin' on the wall, with b-boys dancin'
Ears, neck, and wrists lookin' like the king's ransom
One chick, each arm, makin' it a tandem
Flat here costing' like fifty grand standard
Bottles poppin', cars wit' options
We livin' like kings, homie, you just watchin'
And I'm a show for ya, marble flo' for ya
And that thing in the driveway, came with the spoiler
I ain't bluffin', cop jewels off the Russian
Diamonds in the Jesus, look like he's blushin'
Miami breezes, we cross seasons
Escaped indictments, thank you Jesus
Y'all haters ain't even got a clue
While we get this paper, and that's how we do

[Bridge]
R-E U-P G-A-N-G
R-E U-P G-A-N-G

[Hook: Drake]
Stance on lean, leg up on the wall
My people they chill, why you haters wanna ball
I'm satisfied with a little, why you haters want it all
You waiting for the Spring, and I'm gettin it in the fall
But uh, do what you do what you, I do what I do
Do's what you do, I do what I do
Stance on lean, leg up on the wall
My people they chill, why you haters wanna ball
I'm satisfied with a little, why you haters want it all
You waiting for the Spring, and I'm gettin it in the fall
But uh, do what you do what you, I do what I do
Do's what you do, I do what I do

[Verse 2: Drake]
Check, the verses I'm writing you might wanna learn it
You hatin my song but your wife wanna burn it
So now you at the store for some blank CDs
You can't see me, for your sake might wanna return it
Cause, if you bring them discs home to ya girl, she'll forget you
And I'll be the only one she concerned with
To the people that ignored me before this
This one is for you as a song re-recorded
Funny thing is, you just noticed me now but I was here all along
Your vision's just been distorted
I'm so throwed I live this, you ask me what the business
And I write a sixteen and report it
The waiting is over I think music need it
Drake cuttin his records without gettin weeded
People in the South want it chopped and screwed, I got this dude
They expectations I'mma exceed it
Like a singer with only backgrounds ya'll record it
When it's done ya lyrics tend to mislead ish
Finally here I'mma star with the timing
My swagger is chill, and my flow is reclining
This for anybody that's searchin for cash, and purchasing fast
You only get the dough when you grindin
And so I grind like I'm listening to I Wayne
My pain, you can experience through the rhyming, boy!

[Hook: Drake]
Stance on lean, leg up on the wall
My people they chill, why you haters wanna ball
I'm satisfied with a little, why you haters want it all
You waiting for the Spring, and I'm gettin it in the fall
But uh, do what you do what you, I do what I do
Do's what you do, I do what I do
Stance on lean, leg up on the wall
My people they chill, why you haters wanna ball
I'm satisfied with a little, why you haters want it all
You waiting for the Spring, and I'm gettin it in the fall
But uh, do what you do what you, I do what I do
Do's what you do, I do what I do

[Verse 3: Nickelus F]
Ugh, do what you do and I does what I does
These chicks love me, they say boy, you’re clean-cut for a thug
You should see the stampede when we rush in the club
It’s like a offensive foul how they running to us
Charge all their drinks on that platinum card
Lord I got ‘em hooked like the back of a bra
Ugh man, I am, like Sam, I am
I get the green, plus the eggs and ham
And a pen for any beef trying to approach us
Let the sucker burn, I don’t even flip 'em over
Nickelus F. teamed with Drake, now you mad as hell
Ain’t seen a better looking union since Gabrielle
Well, I'm hot as hell and I don’t even need a stylist
Spit the infernal like the Real World Challenge
V.A., Nickelus F., push your mileage
You’re running up our animals like white boys, they cow-tip
Everybody knows Cap from the south of Wallis
I ain’t gotta use a fist, slap you with the chalice

[Hook: Drake]
Stance on lean, leg up on the wall
My people they chill, why you haters wanna ball
I'm satisfied with a little, why you haters want it all
You waiting for the Spring, and I'm gettin it in the fall
But uh, do what you do what you, I do what I do
Do's what you do, I do what I do
Stance on lean, leg up on the wall
My people they chill, why you haters wanna ball
I'm satisfied with a little, why you haters want it all
You waiting for the Spring, and I'm gettin it in the fall
But uh, do what you do what you, I do what I do
Do's what you do, I do what I do",1
"[Intro: Kendrick Lamar]
I remember, being young, dumb, looking for the next thrill
Angry adolescents, three things on our minds
Money, murder and you

[Chorus: 2 Chainz, (Drake) & A$AP Rocky]
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
(If finding somebody real is your fuckin' problem)
Bring yo' girls to the crib, maybe we could solve it

[Verse 1: Kendrick Lamar]
Picture perfect, uh huh
And I paint a perfect picture, my intention's to get richer
But I ain't tryna split the profit with ya
Every pocket on me bleeds, I'm a selfish ass nigga
Mmm, deuces up, black coupes is us (Uh, huh)
Or maybe the white on white, Ku and Klux
Head all in the bathroom
Beg for it, I'll be back soon
Fuckin' problem, fuck your problems
I got my own but one ain't a dollar
I got five phones for five different reasons
London, Tasha, Mya, Keisha
Courtney, blue-eyed devils with no Visas
Overseas, high heels, wine and pizza
Overdosed on bad bitches, I swear
One on both arm but need two pair, I beast

[Chorus: 2 Chainz, (Drake) & A$AP Rocky]
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
(If finding somebody real is your fuckin' problem)
Bring yo' girls to the crib, maybe we could solve it

[Verse 2: Kendrick Lamar]
Yeah ho, this the finale
My pep talk turn into a pep rally
Say she from the hood but she live inside in the valley now
Vaca'd in Atlanta, then she goin' back to Cali, mmm
Got your girl on my line, world on my line
The irony, I fuck 'em at the same damn time
She eyeing me like a nigga don't exist
Girl, I know you want this dick
Girl, I'm Kendrick Lamar
A.K.A. Benz-is-to-Me-Just-a-Car
That mean your friends-es need be up to par
See, my standards are pampered by threesomes tomorrow, mmm
Kill 'em all, dead bodies in the hallway
Don't get involved, listen what the crystal ball say
Halle Berry, hallelujah
Holla back, I'll do ya, beast

[Chorus: 2 Chainz, (Drake) & A$AP Rocky]
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
I love bad bitches, that's my fuckin' problem
And, yeah, I like to fuck, I got a fuckin' problem
(If finding somebody real is your fuckin' problem)
Bring yo' girls to the crib, maybe we could solve it",1
"[Intro]
Yo

[Verse]
I'm in New York and you're in Long Island
I don't even treat you that good, girl, why you smilin'?
It's three in the mornin', why are you drivin'?
Why you stoppin' for gas to get on the highway, just to end up in my place?",1
